 Gene_name,PValue,logFC,,,,
218827_s_at,0.06505272,0.33295939,,,,
208719_s_at,0.06505737,-0.55985036,,,,
236749_at,0.06508074,0.18617289,,,,
207723_s_at,0.06508219,-0.28155883,,,,
204897_at,0.065092,-0.5070289,,,,
209242_at,0.06511894,1.10252563,,,,
1552501_a_at,0.0651234,-0.21030045,,,,
1552675_at,0.06514545,0.05757862,,,,
211137_s_at,0.06516393,0.29589421,,,,
222816_s_at,0.06517335,0.38903848,,,,
222295_x_at,0.06525215,-0.11336138,,,,
207758_at,0.06526538,0.23227128,,,,
210278_s_at,0.06532687,0.38506971,,,,
1554318_at,0.06534529,-0.18191598,,,,
207377_at,0.06535637,-0.11208138,,,,
232663_s_at,0.06536403,-0.15817181,,,,
228399_at,0.06537199,0.84884465,,,,
1560043_at,0.06539663,-0.10369531,,,,
1552912_a_at,0.06540042,-0.14756225,,,,
201494_at,0.06541006,0.33472662,,,,
225305_at,0.06541427,0.32441552,,,,
1562411_at,0.06542593,-0.15440691,,,,
217396_at,0.06544455,-0.11611927,,,,
234598_at,0.0654593,-0.12988074,,,,
229849_at,0.06546246,0.59187846,,,,
237507_at,0.06555235,-0.13855669,,,,
206174_s_at,0.06555322,-0.33691404,,,,
240648_at,0.06557026,-0.14912177,,,,
220792_at,0.06558049,-0.14748279,,,,
221930_at,0.06558222,-0.11115958,,,,
238750_at,0.06559224,-0.83393143,,,,
207099_s_at,0.06560523,-0.29238417,,,,
229667_s_at,0.06561245,-1.04466715,,,,
241079_at,0.0656148,-0.10088689,,,,
231739_at,0.0656262,0.10460217,,,,
227463_at,0.06562847,-0.37346398,,,,
218778_x_at,0.06566185,-0.25587612,,,,
223254_s_at,0.0656736,0.35136222,,,,
226478_at,0.06567437,0.34043424,,,,
219349_s_at,0.06567719,0.34646869,,,,
221866_at,0.0657257,-0.20316013,,,,
226093_at,0.06573699,0.29823773,,,,
234325_at,0.06576044,-0.08146268,,,,
1570101_at,0.06576314,-0.0824482,,,,
232127_at,0.0657721,0.35458989,,,,
210197_at,0.06579,-0.15038333,,,,
242512_at,0.06579336,0.2781659,,,,
203115_at,0.06579405,0.35314685,,,,
211749_s_at,0.06580889,-0.37983367,,,,
1566580_at,0.06580996,-0.12883746,,,,
1569768_at,0.06583016,-0.08178814,,,,
236369_at,0.06583593,0.38874057,,,,
232680_at,0.06586084,-0.14211555,,,,
231025_at,0.06588588,-0.15658055,,,,
1570057_x_at,0.0659032,-0.12667098,,,,
236353_at,0.06594572,0.2013188,,,,
231756_at,0.0659483,-0.14742075,,,,
235757_at,0.06595061,0.4751552,,,,
212377_s_at,0.0659582,0.34329335,,,,
205814_at,0.06596676,-0.12298138,,,,
224451_x_at,0.06597362,-0.47549661,,,,
232740_at,0.06598175,0.24397366,,,,
207130_at,0.06600647,-0.14819975,,,,
240551_at,0.0660297,-0.16314456,,,,
233708_at,0.06604083,-0.15698116,,,,
225697_at,0.06604399,0.18974526,,,,
229038_at,0.06604806,0.24021942,,,,
1552800_at,0.0660571,-0.16886527,,,,
210734_x_at,0.06609015,-0.310487,,,,
205237_at,0.0660914,-0.73855034,,,,
1557278_s_at,0.06610912,0.16055281,,,,
227436_at,0.06614496,0.22421877,,,,
200944_s_at,0.06615606,0.23668791,,,,
202621_at,0.0661616,-0.29920859,,,,
210041_s_at,0.06616577,0.27460669,,,,
229808_at,0.06617001,-0.17397788,,,,
230148_at,0.06617233,0.2745312,,,,
200742_s_at,0.06617431,-0.37288968,,,,
225175_s_at,0.06618413,0.44166599,,,,
1553089_a_at,0.06619763,-0.17446374,,,,
235960_at,0.06620029,0.29949715,,,,
1558611_at,0.06622141,-0.09398984,,,,
1556081_at,0.06622318,-0.20903415,,,,
215902_at,0.06624285,-0.10212544,,,,
202882_x_at,0.06624562,0.21795292,,,,
202352_s_at,0.06626731,0.25473009,,,,
221175_at,0.06627355,-0.1245751,,,,
235780_at,0.06629281,-0.54761778,,,,
229749_at,0.06629324,-0.16382485,,,,
239388_at,0.06629722,-0.16094443,,,,
1560881_a_at,0.06632261,-0.12374109,,,,
221024_s_at,0.0663321,0.72987018,,,,
230830_at,0.06634043,-0.5038581,,,,
35617_at,0.06635224,0.21650772,,,,
203749_s_at,0.06638086,0.28014112,,,,
203972_s_at,0.06638168,0.30347511,,,,
203881_s_at,0.066385,0.74043122,,,,
212041_at,0.06640116,-0.3773197,,,,
1567101_at,0.06640962,-0.33314989,,,,
214839_at,0.0664164,-0.277218,,,,
237735_at,0.0664285,-0.15451298,,,,
239094_at,0.06643561,-0.13891055,,,,
1556479_at,0.06646411,-0.14583515,,,,
204283_at,0.06648114,0.28038274,,,,
211902_x_at,0.06648266,-0.47425258,,,,
205188_s_at,0.06648508,0.30914964,,,,
210372_s_at,0.0665037,0.78258243,,,,
216920_s_at,0.06652763,-0.70059023,,,,
205643_s_at,0.06655632,-0.13976337,,,,
240280_at,0.06656514,0.19960113,,,,
244481_at,0.0665785,0.19274632,,,,
222144_at,0.06660286,-0.20759444,,,,
205692_s_at,0.06662255,-0.42368281,,,,
241758_at,0.06662711,-0.09752741,,,,
215939_at,0.06663977,-0.10106447,,,,
211684_s_at,0.06664828,0.19613473,,,,
233003_at,0.06666208,-0.12901816,,,,
231215_at,0.06666931,0.31665248,,,,
1561879_at,0.06666977,-0.09708666,,,,
1561191_at,0.06667608,-0.08620578,,,,
212562_s_at,0.06668133,-0.19076514,,,,
233159_at,0.06669063,-0.12746045,,,,
212595_s_at,0.06670521,-0.34834961,,,,
215371_at,0.06673262,-0.13783769,,,,
1563324_at,0.06674884,-0.15007163,,,,
223909_s_at,0.06675899,-0.21508057,,,,
1555415_at,0.06676008,-0.09851634,,,,
203395_s_at,0.06677409,0.38768973,,,,
1565775_at,0.0667966,-0.12435275,,,,
1569716_at,0.06679796,0.08282936,,,,
223578_x_at,0.06680633,-0.56002594,,,,
207736_s_at,0.06681403,-0.07933873,,,,
201395_at,0.06681478,-0.19773389,,,,
220404_at,0.06684184,-0.17151675,,,,
235051_at,0.06684844,0.36185696,,,,
1553875_s_at,0.06685739,-0.15582256,,,,
214575_s_at,0.06686428,-0.25412093,,,,
238686_at,0.06691044,0.35866905,,,,
211182_x_at,0.06691507,-0.14319341,,,,
204152_s_at,0.06691733,-0.26613784,,,,
222249_at,0.06691888,-0.32687948,,,,
239077_at,0.0669374,-0.30590536,,,,
218239_s_at,0.06694349,0.3252827,,,,
207323_s_at,0.06696216,-0.16140087,,,,
210356_x_at,0.06697709,-0.57356813,,,,
1553367_a_at,0.06700836,-0.16836326,,,,
203116_s_at,0.06702802,0.32135009,,,,
214221_at,0.06702935,0.35967558,,,,
228050_at,0.06704155,0.29518806,,,,
237954_x_at,0.06704317,0.14463338,,,,
225281_at,0.0670439,0.23705473,,,,
229970_at,0.06711078,0.3493187,,,,
208457_at,0.06711311,-0.16393932,,,,
207823_s_at,0.0671208,-0.13716988,,,,
233840_at,0.06713888,0.12598428,,,,
217078_s_at,0.06714853,-0.47604238,,,,
32128_at,0.06717454,-1.01104457,,,,
224306_at,0.06717623,-0.11236909,,,,
1560493_a_at,0.06719936,-0.12024072,,,,
1556847_s_at,0.06720828,0.11740957,,,,
1562505_at,0.06720928,-0.12183446,,,,
218061_at,0.06721999,0.26822062,,,,
1561194_at,0.06722858,-0.10747532,,,,
231066_s_at,0.06723221,-0.11855878,,,,
1561232_at,0.06723385,-0.09734592,,,,
238582_at,0.06725775,-0.13990289,,,,
208534_s_at,0.06726156,-0.33610858,,,,
40420_at,0.06731585,-0.30926699,,,,
243890_at,0.06734564,-0.12792657,,,,
218607_s_at,0.06734855,-0.23157523,,,,
1553728_at,0.06735711,-0.18451392,,,,
207782_s_at,0.06738006,-0.36268863,,,,
226276_at,0.06738654,0.26155736,,,,
244089_at,0.06738687,-0.10479575,,,,
214663_at,0.06738937,0.35165591,,,,
1563607_x_at,0.06739403,-0.12254641,,,,
217819_at,0.06739721,0.22835321,,,,
1555990_at,0.06741758,-0.15526872,,,,
213189_at,0.06743705,0.27275919,,,,
243156_at,0.06744306,-0.10647938,,,,
223686_at,0.06744909,-0.43453975,,,,
1556224_a_at,0.06745271,-0.11436756,,,,
1552767_a_at,0.06745762,1.21662608,,,,
225168_at,0.06746767,0.44806562,,,,
242848_x_at,0.06752454,-0.104485,,,,
220987_s_at,0.06753694,-0.58867074,,,,
234259_at,0.06754017,-0.10170802,,,,
214891_at,0.06754317,0.23838265,,,,
231869_at,0.06755692,0.37817117,,,,
229235_at,0.06756737,-0.2776859,,,,
214655_at,0.06757133,0.14084566,,,,
223725_at,0.06757171,-0.13676263,,,,
230329_s_at,0.06758818,0.41269057,,,,
223778_at,0.06760731,-0.16359404,,,,
234743_at,0.06761568,-0.13194999,,,,
1563461_at,0.06762424,0.09360553,,,,
1555439_at,0.06762808,0.25270263,,,,
243429_at,0.06767205,-0.12921486,,,,
203248_at,0.06768166,0.29413419,,,,
226154_at,0.06768502,0.26361726,,,,
1555616_at,0.06768924,-0.22151288,,,,
1563983_at,0.06769844,-0.1256248,,,,
228027_at,0.0677228,0.41418805,,,,
228943_at,0.06774197,-0.27391335,,,,
213094_at,0.06776124,0.8164013,,,,
1569067_at,0.06777,-0.12205087,,,,
1566954_at,0.06778899,-0.13486327,,,,
1563391_at,0.06779346,-0.10540124,,,,
217919_s_at,0.0677963,0.31622877,,,,
1563687_a_at,0.06781972,-0.27674038,,,,
1563809_a_at,0.0678523,-0.16297097,,,,
234223_at,0.06785251,-0.16751776,,,,
218322_s_at,0.06785908,-0.97630031,,,,
222302_at,0.06790016,-0.14040036,,,,
231148_at,0.0679276,-0.79712099,,,,
1552749_a_at,0.06793628,-0.15807257,,,,
233889_at,0.06795281,-0.20519644,,,,
241992_at,0.06797916,0.23319936,,,,
1564391_at,0.06800419,-0.16255393,,,,
213816_s_at,0.06800997,-0.73003652,,,,
202443_x_at,0.0680253,0.32632453,,,,
1560117_at,0.06803305,-0.1197569,,,,
205379_at,0.0680531,0.58437855,,,,
238956_at,0.06806243,-1.05862673,,,,
221011_s_at,0.06808221,-0.46711711,,,,
244743_x_at,0.0680858,0.36307992,,,,
224769_at,0.06808932,0.23347002,,,,
204400_at,0.06809574,0.98058815,,,,
215444_s_at,0.06810088,-0.74765773,,,,
200904_at,0.06810123,-0.36510231,,,,
215644_at,0.06810647,-0.11689924,,,,
222700_at,0.06811181,0.2803369,,,,
240795_at,0.0681151,-0.12728516,,,,
236376_at,0.0681558,-0.12700508,,,,
217190_x_at,0.06816483,0.22930512,,,,
1569673_at,0.06816864,-0.08735748,,,,
1554384_at,0.06818107,-0.31481812,,,,
203912_s_at,0.06818144,-0.30964592,,,,
233628_at,0.06818695,-0.11319864,,,,
1553041_at,0.06821742,-0.11082539,,,,
214656_x_at,0.06822941,0.25657724,,,,
223187_s_at,0.06824107,0.18229536,,,,
213677_s_at,0.06824661,0.32690973,,,,
1567249_at,0.06826017,-0.08965272,,,,
1567286_at,0.06826538,-0.12239341,,,,
1570084_at,0.06826605,-0.10196187,,,,
227101_at,0.06828724,-0.37364915,,,,
219618_at,0.06828808,0.2660675,,,,
236879_at,0.06829219,0.15970471,,,,
1553378_a_at,0.06830048,-0.08721038,,,,
222460_s_at,0.06831023,-0.21568388,,,,
1566029_at,0.06831303,-0.13782759,,,,
234339_s_at,0.06836143,-0.29045714,,,,
206154_at,0.06837387,-0.14110154,,,,
209665_at,0.06838284,-0.26961992,,,,
1562034_at,0.06838678,-0.11041619,,,,
222004_s_at,0.0684276,-0.10493027,,,,
205090_s_at,0.06842879,-0.25114911,,,,
244879_at,0.06846502,-0.13588989,,,,
208074_s_at,0.06847237,-0.37404279,,,,
207509_s_at,0.0684785,-0.3475556,,,,
205371_s_at,0.06849085,0.39080391,,,,
1554642_at,0.06850175,-0.14503646,,,,
240304_s_at,0.06853582,-1.35679705,,,,
232842_at,0.06859312,-0.17112334,,,,
AFFX-BioC-3_at,0.06859699,-0.3619346,,,,
217181_at,0.06861165,-0.11855911,,,,
1554085_at,0.06864291,0.2294461,,,,
226896_at,0.06866294,0.25798612,,,,
209202_s_at,0.06866617,0.18352657,,,,
222709_at,0.06867439,-0.25875542,,,,
226472_at,0.06868358,0.26846343,,,,
211990_at,0.06870247,-0.4390679,,,,
237913_at,0.06870407,-0.1343321,,,,
206168_at,0.06870448,-0.09323244,,,,
214103_s_at,0.06870794,-0.14772789,,,,
207318_s_at,0.06873067,0.17428958,,,,
32029_at,0.06874657,-0.10743445,,,,
222669_s_at,0.06877548,0.24162758,,,,
212158_at,0.06878284,0.61115575,,,,
230631_s_at,0.06880042,-0.31136028,,,,
222554_s_at,0.06883263,-0.15860952,,,,
213674_x_at,0.06883905,-0.69470159,,,,
228168_at,0.06885081,0.31806208,,,,
215088_s_at,0.06885696,0.2571263,,,,
219614_s_at,0.06885871,-0.60965439,,,,
1553927_at,0.06886327,-0.10615175,,,,
206824_at,0.06887434,0.17939637,,,,
235363_at,0.0688767,0.43634164,,,,
228193_s_at,0.06889239,-0.47327623,,,,
212981_s_at,0.0689133,0.29541935,,,,
241085_at,0.06891495,0.12149944,,,,
1570444_at,0.06892499,0.14816241,,,,
1557679_at,0.06896878,-0.14829348,,,,
236096_at,0.0689697,-0.11861376,,,,
223151_at,0.06897071,0.31709933,,,,
231124_x_at,0.06897854,-0.39448205,,,,
204647_at,0.06899245,0.47007541,,,,
221078_s_at,0.06900381,-0.42987318,,,,
221803_s_at,0.06901439,0.26268981,,,,
226245_at,0.06901884,0.62291569,,,,
200784_s_at,0.0690784,-0.25255902,,,,
223353_at,0.0690836,-0.20229405,,,,
228458_at,0.06909249,0.24001442,,,,
1564155_x_at,0.06909751,-0.15295834,,,,
207094_at,0.06909805,-0.12582711,,,,
238434_at,0.0691017,-0.16358472,,,,
203450_at,0.06911017,0.24895422,,,,
230947_at,0.06911583,-0.16771598,,,,
1570450_at,0.06912014,-0.22381879,,,,
223799_at,0.0691205,-0.29983057,,,,
222596_s_at,0.06913054,0.26081808,,,,
225741_at,0.069138,0.23175525,,,,
229987_at,0.06913839,-0.11094296,,,,
231542_at,0.06916421,-0.13103757,,,,
233221_at,0.06920087,-0.15687905,,,,
226577_at,0.06921194,-0.20963561,,,,
240232_at,0.06923911,-0.30652172,,,,
203327_at,0.06924137,0.28966415,,,,
40020_at,0.06924322,-0.40296873,,,,
211498_s_at,0.06924851,-0.22541039,,,,
237319_at,0.06928373,-0.11671343,,,,
1568870_at,0.06929975,-0.30889923,,,,
227008_at,0.06929977,0.23653298,,,,
221944_at,0.06930134,-0.25493622,,,,
222066_at,0.06931056,-0.15469054,,,,
226207_at,0.06931569,0.3704648,,,,
207295_at,0.06932844,-0.08805061,,,,
208183_at,0.06932974,-0.11616719,,,,
242013_at,0.06933333,-0.82072989,,,,
209484_s_at,0.06934895,0.22915257,,,,
204154_at,0.06935631,1.28855895,,,,
219183_s_at,0.06935903,-0.33769199,,,,
234989_at,0.06936899,-0.64064347,,,,
219883_at,0.06936922,-0.17832405,,,,
237012_at,0.06940203,0.14659633,,,,
1562606_a_at,0.06940486,-0.17447621,,,,
237275_at,0.0694334,-0.11040853,,,,
1552988_at,0.06945079,0.18109311,,,,
1569700_s_at,0.0694632,-0.12977257,,,,
206339_at,0.06949067,-0.09210386,,,,
244122_at,0.06949363,-0.11680716,,,,
210708_x_at,0.06949835,-0.18824076,,,,
1554582_a_at,0.0695049,0.27100069,,,,
203537_at,0.06950496,0.24168637,,,,
217529_at,0.06951683,0.44448442,,,,
211026_s_at,0.06953872,-0.56524362,,,,
223179_at,0.06959032,-0.40914899,,,,
238384_x_at,0.0695905,0.07720242,,,,
228592_at,0.06959879,-0.8916366,,,,
201603_at,0.06960422,0.2913758,,,,
208653_s_at,0.06960515,-0.52172162,,,,
1559988_at,0.06962548,-0.1193286,,,,
1557632_at,0.06963884,-0.19360698,,,,
202514_at,0.06963944,0.28353488,,,,
203673_at,0.06964254,-0.27608094,,,,
235853_at,0.06966642,-0.12641335,,,,
243026_x_at,0.06968865,-0.31132318,,,,
226014_at,0.06972407,-0.43840565,,,,
235616_at,0.06972589,0.5601714,,,,
214997_at,0.0697473,0.20286646,,,,
221358_at,0.06977583,-0.11077213,,,,
200715_x_at,0.06978366,-0.19964324,,,,
220630_s_at,0.06978631,-0.45175113,,,,
229018_at,0.06979283,0.25099852,,,,
203380_x_at,0.069808,-0.21368759,,,,
208751_at,0.06984992,-0.44399843,,,,
214343_s_at,0.06985618,0.2806592,,,,
214443_at,0.06987472,-0.2648089,,,,
1554882_at,0.06987666,0.1127861,,,,
1568682_a_at,0.06987946,-0.14106918,,,,
235892_at,0.06988074,-0.7169378,,,,
220701_at,0.06989887,-0.13679994,,,,
216236_s_at,0.06991591,-0.55231277,,,,
239202_at,0.06993806,-0.39430383,,,,
227973_at,0.06994006,0.20859966,,,,
241014_at,0.06997818,0.27834858,,,,
230582_at,0.06999338,-0.10028564,,,,
209034_at,0.07000164,-0.19928757,,,,
1565650_at,0.07001046,-0.08329264,,,,
243867_at,0.07001128,-0.07782423,,,,
242733_at,0.07002436,-0.23642791,,,,
1569241_a_at,0.07004734,0.34480382,,,,
219486_at,0.07008537,-0.15936797,,,,
1556216_s_at,0.07009633,0.51698522,,,,
1565812_at,0.07011145,-0.10292257,,,,
226308_at,0.07011915,0.2446349,,,,
210222_s_at,0.07014897,-0.73801198,,,,
1565740_at,0.07017612,0.09352958,,,,
1554474_a_at,0.07019489,-0.66011724,,,,
207435_s_at,0.07019588,-0.23807645,,,,
1562982_at,0.07019641,-0.07765243,,,,
205109_s_at,0.07024605,0.66787381,,,,
203044_at,0.0702537,0.43373571,,,,
214267_s_at,0.07025597,0.12736653,,,,
222265_at,0.07026093,-0.19196217,,,,
219423_x_at,0.07028987,-0.50509119,,,,
223531_x_at,0.07029134,0.27398304,,,,
236827_at,0.07029695,0.13164019,,,,
240311_at,0.07033794,-0.12052477,,,,
213877_x_at,0.07034203,-0.19387056,,,,
209599_s_at,0.07034559,0.33108974,,,,
212623_at,0.0703528,-0.31877813,,,,
205638_at,0.07036494,-0.43443418,,,,
236746_at,0.07037515,0.11952819,,,,
244278_at,0.0703933,-0.12366521,,,,
218834_s_at,0.07040575,0.49042332,,,,
216053_x_at,0.07041813,0.19742486,,,,
220915_s_at,0.07047213,0.25385302,,,,
1562275_at,0.0704893,0.39593685,,,,
242630_at,0.07049085,0.23731876,,,,
242022_at,0.07051091,0.32360017,,,,
200823_x_at,0.07056494,-0.20890313,,,,
203332_s_at,0.07057778,-0.41429668,,,,
238751_at,0.07060104,0.72255246,,,,
235114_x_at,0.07061385,-0.36687395,,,,
203919_at,0.07063013,0.45301558,,,,
204697_s_at,0.07065102,-0.45158119,,,,
208793_x_at,0.0706569,-0.36638647,,,,
1554920_at,0.0706581,0.06041642,,,,
236249_at,0.07067459,0.45835622,,,,
222758_s_at,0.07067808,0.25744357,,,,
210492_at,0.07068669,0.23267661,,,,
1561375_at,0.07069902,-0.13454307,,,,
207446_at,0.07070735,-0.20059226,,,,
229592_at,0.07071246,-0.17044334,,,,
221365_at,0.07072566,0.10357609,,,,
222136_x_at,0.0707571,0.41334829,,,,
238125_at,0.07076408,0.51610354,,,,
201651_s_at,0.07078385,-0.23399497,,,,
232742_at,0.07080183,-0.11683965,,,,
200992_at,0.07081018,-0.21742146,,,,
215084_s_at,0.07082506,0.29579614,,,,
237686_at,0.07082892,-0.11318499,,,,
237449_at,0.07083864,0.3642402,,,,
202776_at,0.07085061,0.20908046,,,,
224393_s_at,0.07086117,-0.19306429,,,,
229341_at,0.07086155,-0.45874965,,,,
221270_s_at,0.07087483,-0.2666155,,,,
1556929_at,0.07092912,-0.12540546,,,,
1558819_at,0.07093791,-0.38597377,,,,
208309_s_at,0.07095031,0.42881921,,,,
235151_at,0.07097302,0.37208558,,,,
219279_at,0.070979,-0.5239082,,,,
1570593_at,0.07098552,-0.07964812,,,,
241172_at,0.07098608,-0.08804803,,,,
AFFX-r2-Ec-bioC-5_at,0.07099182,-0.38403915,,,,
1555730_a_at,0.07099342,-0.54218308,,,,
208585_at,0.07099434,-0.12492609,,,,
223067_at,0.07100416,0.20241008,,,,
240879_x_at,0.07101836,0.107857,,,,
1552620_at,0.07102204,-0.14988318,,,,
227295_at,0.07104803,0.5348355,,,,
238249_at,0.07105133,-0.1203965,,,,
203354_s_at,0.071052,0.44777236,,,,
226048_at,0.07106138,0.24708647,,,,
1561624_at,0.071062,-0.15106596,,,,
223555_at,0.07109894,0.20690344,,,,
231134_at,0.07112391,-0.10620639,,,,
210195_s_at,0.07113014,-0.14730042,,,,
227168_at,0.07113147,-0.2156182,,,,
204025_s_at,0.07114362,0.24782395,,,,
233307_x_at,0.07115096,-0.11174469,,,,
205462_s_at,0.07120016,-0.42121043,,,,
AFFX-BioDn-5_at,0.07122189,-0.33129318,,,,
234022_at,0.07122864,0.07740655,,,,
207008_at,0.07125373,-0.63027621,,,,
1561136_at,0.07126329,-0.08435723,,,,
224553_s_at,0.07127356,-0.59104944,,,,
204028_s_at,0.07127498,0.24632753,,,,
233513_at,0.07127573,-0.12327785,,,,
241371_at,0.07127996,-0.24333143,,,,
87100_at,0.07128993,-0.56365609,,,,
214866_at,0.07130043,-0.56318198,,,,
235264_at,0.07132327,0.37095954,,,,
213374_x_at,0.07133077,0.36067309,,,,
214470_at,0.07134954,-0.57584321,,,,
226446_at,0.07135886,-0.51623905,,,,
238613_at,0.07136145,0.3571975,,,,
215797_at,0.071369,-0.13882117,,,,
1561616_a_at,0.07139241,-0.16454928,,,,
1557179_s_at,0.07143465,0.13152312,,,,
1567284_at,0.07145185,-0.0854792,,,,
206703_at,0.0714525,0.25602282,,,,
243818_at,0.07145608,-0.41968997,,,,
241623_at,0.07145917,-0.1030684,,,,
211024_s_at,0.07147932,-0.69123682,,,,
241603_at,0.07148197,-0.24501358,,,,
223205_s_at,0.07153456,-0.13713339,,,,
205663_at,0.07154317,-0.19114566,,,,
219892_at,0.07154627,-0.47207555,,,,
227216_at,0.07154673,-0.1390323,,,,
208919_s_at,0.0715587,-0.24009663,,,,
213409_s_at,0.07159721,-0.51275679,,,,
207555_s_at,0.0716063,0.30854424,,,,
240451_at,0.07160769,-0.14218847,,,,
1568846_at,0.07161687,-0.09275935,,,,
1557848_at,0.07164524,-0.13281074,,,,
231071_at,0.07164539,0.29341344,,,,
215777_at,0.07164592,-0.33542309,,,,
1566362_at,0.07165629,-0.08376319,,,,
208519_x_at,0.07168037,-0.15372746,,,,
1567591_at,0.07169525,-0.10098283,,,,
243122_at,0.07170477,-0.10424636,,,,
225922_at,0.07173569,-0.35413249,,,,
203447_at,0.07174973,0.27930585,,,,
210370_s_at,0.07175002,-0.18082697,,,,
1564360_a_at,0.07177025,0.23988476,,,,
238178_at,0.07177029,0.54635247,,,,
219112_at,0.07177423,-0.21050129,,,,
48030_i_at,0.07177966,-0.20846188,,,,
1567319_at,0.07178281,-0.15983611,,,,
202225_at,0.07181745,0.18374616,,,,
218669_at,0.07182289,0.27715608,,,,
216828_at,0.07182365,0.13497836,,,,
241744_x_at,0.07183142,0.2217649,,,,
233644_at,0.07183847,0.17642535,,,,
207490_at,0.07183908,-0.16973753,,,,
1556732_at,0.07185434,-0.1266232,,,,
223310_x_at,0.07186372,0.21625656,,,,
204529_s_at,0.07188099,-0.75466125,,,,
37005_at,0.07188311,-0.56360873,,,,
224228_s_at,0.0718908,-0.08996312,,,,
234599_at,0.07192583,-0.10168469,,,,
1558560_s_at,0.0719453,0.32180711,,,,
1555735_a_at,0.07196596,-0.28981613,,,,
228516_at,0.07201736,0.18399116,,,,
240683_at,0.07202009,-0.15777433,,,,
217530_at,0.07204657,0.10016713,,,,
237995_at,0.0720498,-0.13066707,,,,
216107_at,0.07206257,-0.16077971,,,,
232975_at,0.07207498,0.27690381,,,,
202801_at,0.07207831,0.18373763,,,,
1555282_a_at,0.07210014,-0.22896441,,,,
201593_s_at,0.07210968,0.25618717,,,,
240131_at,0.0721163,-0.13059526,,,,
235993_at,0.07213169,0.19978071,,,,
234546_at,0.07213236,-0.09757359,,,,
231369_at,0.07217068,0.15705522,,,,
216628_at,0.07219758,0.10752567,,,,
200676_s_at,0.07220063,-0.25400336,,,,
1554276_at,0.07220362,-0.1213428,,,,
206958_s_at,0.07221237,-0.29409381,,,,
215761_at,0.07222135,-0.14455882,,,,
1560074_at,0.07222325,-0.12554615,,,,
217246_s_at,0.07222956,-0.2344302,,,,
237327_at,0.07225155,0.3159828,,,,
215321_at,0.07225868,0.70405525,,,,
213814_s_at,0.07227323,-0.16627114,,,,
210248_at,0.072287,-0.42809683,,,,
207617_at,0.07229163,-0.11499092,,,,
227923_at,0.07229949,0.35963237,,,,
213324_at,0.07232985,-0.25643736,,,,
